movieId,title,genres
1494,Mutiny on the Bounty (1935),Adventure|Drama
1495,"Great Ziegfeld, The (1936)",Drama|Musical
1496,"Life of Emile Zola, The (1937)",Drama
1497,You Can't Take It with You (1938),Comedy|Romance
1498,How Green Was My Valley (1941),Drama|Musical|Romance
1499,Mrs. Miniver (1942),Drama|War
1500,Going My Way (1944),Comedy|Drama|Musical
1501,"Lost Weekend, The (1945)",Drama
1502,"Best Years of Our Lives, The (1946)",Drama|War
1503,Gentleman's Agreement (1947),Drama
1504,Hamlet (1948),Drama
1505,All the King's Men (1949),Drama
1506,"Greatest Show on Earth, The (1952)",Drama
1507,From Here to Eternity (1953),Drama|Romance|War
1508,On the Waterfront (1954),Crime|Drama
1509,Marty (1955),Drama|Romance
1510,West Side Story (1961),Drama|Musical|Romance
1511,Tom Jones (1963),Adventure|Comedy|Romance
1512,"Man for All Seasons, A (1966)",Drama
1513,In the Heat of the Night (1967),Drama|Mystery
1514,Oliver! (1968),Drama|Musical
1515,Midnight Cowboy (1969),Drama
1516,"French Connection, The (1971)",Action|Crime|Thriller
1517,Rocky (1976),Drama
1518,Kramer vs. Kramer (1979),Drama
1519,Ordinary People (1980),Drama
1520,Chariots of Fire (1981),Drama
1521,Terms of Endearment (1983),Comedy|Drama
1522,Out of Africa (1985),Drama|Romance
1523,"Last Emperor, The (1987)",Drama
1524,Rain Man (1988),Drama
1525,Driving Miss Daisy (1989),Drama
1526,Take the Money and Run (1969),Comedy|Crime
1527,Klute (1971),Drama|Mystery
1528,Repo Man (1984),Comedy|Sci-Fi
1529,Metropolitan (1990),Comedy
1530,Labyrinth (1986),Adventure|Fantasy|Musical
1531,"Breakfast Club, The (1985)",Comedy|Drama
1532,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",Horror
1533,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror|Thriller
1534,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror|Thriller
1535,"Nightmare on Elm Street 5: The Dream Child, A (1989)",Horror
1536,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",Horror
1537,Friday the 13th (1980),Horror|Mystery|Thriller
1538,Friday the 13th Part 2 (1981),Horror
1539,Friday the 13th Part 3: 3D (1982),Horror
1540,Friday the 13th Part IV: The Final Chapter (1984),Horror
1541,Friday the 13th Part V: A New Beginning (1985),Horror
1542,Friday the 13th Part VI: Jason Lives (1986),Horror
1543,Friday the 13th Part VII: The New Blood (1988),Horror
1544,Friday the 13th Part VIII: Jason Takes Manhattan (1989),Horror
1545,Halloween (1978),Horror
1546,Halloween II (1981),Horror
1547,Halloween III: Season of the Witch (1982),Horror
1548,Halloween 4: The Return of Michael Myers (1988),Horror
1549,Halloween 5: The Revenge of Michael Myers (1989),Horror
1550,Prom Night (1980),Horror
1551,Prom Night II (1987),Horror|Thriller
1552,Prom Night III: The Last Kiss (1989),Horror
1553,Prom Night IV: Deliver Us From Evil (1992),Horror
1554,Child's Play (1988),Horror|Thriller
1555,Child's Play 2 (1990),Horror|Thriller
1556,Child's Play 3 (1991),Comedy|Horror|Thriller
1557,Poltergeist (1982),Horror|Thriller
1558,Poltergeist II: The Other Side (1986),Horror|Thriller
1559,Poltergeist III (1988),Horror|Thriller
1560,"Exorcist, The (1973)",Horror|Mystery
1561,Exorcist II: The Heretic (1977),Horror
1562,"Exorcist III, The (1990)",Horror
1563,Lethal Weapon (1987),Action|Comedy|Crime|Drama
1564,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama
1565,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama
1566,Gremlins (1984),Comedy|Horror
1567,Gremlins 2: The New Batch (1990),Comedy|Horror
1568,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy
1569,"Mask of Zorro, The (1998)",Action|Comedy|Romance
1570,Polish Wedding (1998),Comedy
1571,"This World, Then the Fireworks (1997)",Crime|Drama|Film-Noir
1572,Soylent Green (1973),Drama|Mystery|Sci-Fi|Thriller
1573,Metropolis (1927),Drama|Sci-Fi
1574,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi
1575,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western
1576,"Poseidon Adventure, The (1972)",Action|Adventure|Drama
1577,Freaky Friday (1977),Children|Comedy|Fantasy
1578,"Absent-Minded Professor, The (1961)",Children|Comedy|Fantasy
1579,"Apple Dumpling Gang Rides Again, The (1979)",Children|Comedy|Western
1580,Babes in Toyland (1961),Children|Fantasy|Musical
1581,Bambi (1942),Animation|Children|Drama
1582,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama
1583,Dangerous Liaisons (1988),Drama|Romance
1584,Dune (1984),Adventure|Sci-Fi
1585,"Last Temptation of Christ, The (1988)",Drama
1586,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller
1587,"Rapture, The (1991)",Drama|Mystery
1588,Lolita (1997),Drama|Romance
1589,Disturbing Behavior (1998),Horror|Thriller
1590,Jane Austen's Mafia! (1998),Comedy|Crime
1591,Saving Private Ryan (1998),Action|Drama|War
1592,Billy's Hollywood Screen Kiss (1997),Comedy|Romance
1593,"Million Dollar Duck, The (a.k.a. $1,000,000 Duck) (1971)",Children|Comedy
1594,"Barefoot Executive, The (1971)",Children|Comedy
1595,"Black Cauldron, The (1985)",Adventure|Animation|Children|Fantasy
1596,"Black Hole, The (1979)",Children|Sci-Fi
1597,Blackbeard's Ghost (1968),Children|Comedy
1598,Blank Check (1994),Children|Comedy
1599,Candleshoe (1977),Adventure|Children|Comedy
1600,"Cat from Outer Space, The (1978)",Children|Comedy|Sci-Fi
1601,Cheetah (1989),Adventure|Children
1602,"Computer Wore Tennis Shoes, The (1969)",Children|Comedy
1603,Condorman (1981),Action|Adventure|Children|Comedy
1604,D2: The Mighty Ducks (1994),Children|Comedy
1605,Darby O'Gill and the Little People (1959),Adventure|Children|Fantasy
1606,"Devil and Max Devlin, The (1981)",Comedy|Fantasy
1607,"Far Off Place, A (1993)",Adventure|Children|Drama|Romance
1608,Flight of the Navigator (1986),Adventure|Children|Sci-Fi
1609,"Gnome-Mobile, The (1967)",Adventure|Children|Fantasy|Musical
1610,"Great Mouse Detective, The (1986)",Action|Animation|Children|Crime
1611,"Happiest Millionaire, The (1967)",Comedy|Musical
1612,Herbie Goes Bananas (1980),Adventure|Children|Comedy
1613,Herbie Goes to Monte Carlo (1977),Adventure|Children|Comedy
1614,Hocus Pocus (1993),Children|Comedy|Fantasy|Horror
1615,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi
1616,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi
1617,Hot Lead and Cold Feet (1978),Action|Comedy|Western
1618,In Search of the Castaways (1962),Adventure|Children
1619,"Incredible Journey, The (1963)",Adventure|Children
1620,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller
1621,"Parent Trap, The (1998)",Children|Comedy|Romance
1622,BASEketball (1998),Comedy
1623,"Governess, The (1998)",Drama|Romance
1624,"Seventh Heaven (Septième ciel, Le) (1997)",Drama|Romance
1625,Roger & Me (1989),Documentary
1626,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Fantasy|Romance
1627,Out of the Past (1947),Film-Noir
1628,Doctor Zhivago (1965),Drama|Romance|War
1629,Fanny and Alexander (Fanny och Alexander) (1982),Drama|Fantasy|Mystery
1630,"Trip to Bountiful, The (1985)",Drama
1631,Tender Mercies (1983),Drama|Romance|Western
1632,And the Band Played On (1993),Drama
1633,"'burbs, The (1989)",Comedy
1634,Fandango (1985),Comedy
1635,"Night Porter, The (Portiere di notte, Il) (1974)",Crime|Drama|Romance
1636,Mephisto (1981),Drama|War
1637,Blue Velvet (1986),Drama|Mystery|Thriller
1638,"Journey of Natty Gann, The (1985)",Adventure|Children
1639,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical
1640,Kidnapped (1960),Adventure|Children|Drama
1641,Lady and the Tramp (1955),Animation|Children|Comedy|Romance
1642,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance
1643,"Mighty Ducks, The (1992)",Children|Comedy
1644,"Muppet Christmas Carol, The (1992)",Children|Comedy|Musical
1645,Newsies (1992),Children|Musical
1646,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children
1647,One Magic Christmas (1985),Drama|Fantasy
1648,Peter Pan (1953),Animation|Children|Fantasy|Musical
1649,Popeye (1980),Adventure|Comedy|Musical
1650,"Rescuers Down Under, The (1990)",Adventure|Animation|Children
1651,"Rescuers, The (1977)",Adventure|Animation|Children|Crime|Drama
1652,Return from Witch Mountain (1978),Children|Sci-Fi
1653,"Return of Jafar, The (1994)",Adventure|Animation|Children|Fantasy|Musical|Romance
1654,Return to Oz (1985),Adventure|Children|Fantasy
1655,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi
1656,"Shaggy D.A., The (1976)",Children|Comedy
1657,Sleeping Beauty (1959),Animation|Children|Musical
1658,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
1659,Son of Flubber (1963),Children|Comedy
1660,Song of the South (1946),Adventure|Animation|Children|Musical
1661,Splash (1984),Comedy|Fantasy|Romance
1662,Squanto: A Warrior's Tale (1994),Adventure|Drama
1663,Steamboat Willie (1928),Animation|Children|Comedy|Musical
1664,Tall Tale (1995),Adventure|Children|Fantasy|Western
1665,Tex (1982),Drama
1666,Tron (1982),Action|Adventure|Sci-Fi
1667,Swing Kids (1993),Drama|War
1668,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),Horror|Thriller
1669,L.A. Story (1991),Comedy|Romance
1670,"Jerk, The (1979)",Comedy
1671,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller
1672,"Man with Two Brains, The (1983)",Comedy
1673,Grand Canyon (1991),Crime|Drama
1674,Graveyard Shift (Stephen King's Graveyard Shift) (1990),Horror|Thriller
1675,"Outsiders, The (1983)",Drama
1676,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy
1677,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy
1678,1984 (Nineteen Eighty-Four) (1984),Drama|Sci-Fi
1679,"Dead Zone, The (1983)",Thriller
1680,Maximum Overdrive (1986),Horror
1681,Needful Things (1993),Drama|Horror
1682,Cujo (1983),Horror|Thriller
1683,Children of the Corn (1984),Horror|Thriller
1684,All Dogs Go to Heaven (1989),Animation|Children|Comedy|Drama|Fantasy
1685,"Addams Family, The (1991)",Children|Comedy|Fantasy
1686,Ever After: A Cinderella Story (1998),Comedy|Drama|Romance
1687,Snake Eyes (1998),Action|Crime|Mystery|Thriller
1688,Safe Men (1998),Comedy
1689,Atlantic City (1980),Crime|Drama|Romance
1690,Autumn Sonata (Höstsonaten) (1978),Drama
1691,Who's Afraid of Virginia Woolf? (1966),Drama
1692,Adventures in Babysitting (1987),Adventure|Comedy
1693,Weird Science (1985),Comedy|Fantasy|Sci-Fi
1694,Doctor Dolittle (1967),Adventure|Children|Musical
1695,"Nutty Professor, The (1963)",Comedy|Sci-Fi
1696,Charlotte's Web (1973),Animation|Children
1697,Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy
1698,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama
1699,"Dark Crystal, The (1982)",Adventure|Fantasy
1700,"American Tail, An (1986)",Adventure|Animation|Children|Comedy
1701,"American Tail: Fievel Goes West, An (1991)",Adventure|Animation|Children|Musical|Western
1702,Legend (1985),Adventure|Fantasy|Romance
1703,Sixteen Candles (1984),Comedy|Romance
1704,Pretty in Pink (1986),Comedy|Drama|Romance
1705,St. Elmo's Fire (1985),Drama|Romance
1706,"Clan of the Cave Bear, The (1986)",Adventure|Drama|Fantasy
1707,House (1986),Comedy|Fantasy|Horror
1708,House II: The Second Story (1987),Comedy|Fantasy|Horror
1709,"Gods Must Be Crazy, The (1980)",Adventure|Comedy
1710,"Gods Must Be Crazy II, The (1989)",Comedy
1711,Air Bud: Golden Receiver (1998),Children|Comedy
1712,"Avengers, The (1998)",Action|Adventure
1713,How Stella Got Her Groove Back (1998),Drama|Romance
1714,"Slums of Beverly Hills, The (1998)",Comedy|Drama
1715,Henry: Portrait of a Serial Killer (1986),Crime|Horror|Thriller
1716,Rosemary's Baby (1968),Drama|Horror|Thriller
1717,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy
1718,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy
1719,Attack of the Killer Tomatoes! (1978),Comedy|Horror
1720,Surf Nazis Must Die (1987),Action|Comedy|Drama|Horror
1721,Your Friends and Neighbors (1998),Comedy|Drama
1722,Return to Paradise (1998),Crime|Drama|Romance|Thriller
1723,Blade (1998),Action|Horror|Thriller
1724,Dance with Me (1998),Drama|Romance
1725,Dead Man on Campus (1998),Comedy
1726,Wrongfully Accused (1998),Action|Comedy
1727,Next Stop Wonderland (1998),Comedy|Drama|Romance
1728,"Navigator: A Mediaeval Odyssey, The (1988)",Adventure|Fantasy|Sci-Fi
1729,Beetlejuice (1988),Comedy|Fantasy
1730,Rope (1948),Crime|Drama|Thriller
1731,Family Plot (1976),Comedy|Thriller
1732,Frenzy (1972),Thriller
1733,Torn Curtain (1966),Thriller
1734,Marnie (1964),Drama|Mystery|Romance|Thriller
1735,"Wrong Man, The (1956)",Drama|Film-Noir|Thriller
1736,"Man Who Knew Too Much, The (1956)",Adventure|Drama|Mystery|Thriller
1737,"Trouble with Harry, The (1955)",Comedy|Mystery
1738,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller
1739,Stage Fright (1950),Mystery|Romance|Thriller
1740,54 (1998),Drama
1741,I Married A Strange Person! (1997),Animation|Comedy|Fantasy|Sci-Fi
1742,Why Do Fools Fall In Love? (1998),Drama
1743,"Merry War, A (1997)",Comedy
1744,Willow (1988),Action|Adventure|Fantasy
1745,"Untouchables, The (1987)",Action|Crime|Drama
1746,Dirty Work (1998),Comedy
1747,Firelight (1997),Drama
1748,Under Capricorn (1949),Drama
1749,"Paradine Case, The (1947)",Drama
1750,Lifeboat (1944),Drama|War
1751,Shadow of a Doubt (1943),Crime|Drama|Thriller
1752,Saboteur (1942),Mystery|Thriller
1753,Mr. & Mrs. Smith (1941),Comedy|Romance
1754,Suspicion (1941),Film-Noir|Mystery|Thriller
1755,Jamaica Inn (1939),Drama
1756,"Lady Vanishes, The (1938)",Drama|Mystery|Thriller
1757,Sabotage (1936),Thriller
1758,"Man Who Knew Too Much, The (1934)",Drama|Thriller
1759,Number Seventeen (a.k.a. Number 17) (1932),Thriller
1760,Rich and Strange (1931),Comedy|Romance
1761,Murder! (1930),Mystery|Thriller
1762,Blackmail (1929),Drama|Thriller
1763,"Lodger: A Story of the London Fog, The (1927)",Crime|Drama|Thriller
1764,Rounders (1998),Drama
1765,Cube (1997),Horror|Mystery|Sci-Fi|Thriller
1766,Simon Birch (1998),Drama
1767,Without Limits (1998),Drama
1768,Seven Beauties (Pasqualino Settebellezze) (1976),Comedy|Drama
1769,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama
1770,My Bodyguard (1980),Drama
1771,Class (1983),Comedy
1772,Broadcast News (1987),Comedy|Drama|Romance
1773,"Allnighter, The (1987)",Comedy|Romance
1774,Working Girl (1988),Comedy|Drama|Romance
1775,Stars and Bars (1988),Action|Comedy|Romance
1776,Married to the Mob (1988),Comedy
1777,Say Anything... (1989),Comedy|Drama|Romance
1778,My Blue Heaven (1990),Comedy
1779,Men Don't Leave (1990),Drama
1780,Hero (1992),Comedy|Drama
1781,Toys (1992),Comedy|Fantasy
1782,Choices (1981),Drama
1783,Young Doctors in Love (1982),Comedy
1784,Parasite (1982),Horror|Sci-Fi
1785,No Small Affair (1984),Comedy|Romance
1786,Blame It on Rio (1984),Comedy|Romance
1787,Wisdom (1986),Crime|Drama
1788,One Crazy Summer (1986),Comedy
1789,About Last Night... (1986),Comedy|Drama|Romance
1790,"Seventh Sign, The (1988)",Drama|Fantasy|Thriller
1791,We're No Angels (1989),Comedy|Crime
1792,Nothing But Trouble (1991),Adventure|Comedy
1793,"Butcher's Wife, The (1991)",Comedy|Romance
1794,Mortal Thoughts (1991),Mystery|Thriller
1795,"Few Good Men, A (1992)",Crime|Drama|Thriller
1796,Indecent Proposal (1993),Drama|Romance
1797,Permanent Midnight (1998),Drama
1798,One True Thing (1998),Drama
1799,Rush Hour (1998),Action|Comedy|Crime|Thriller
1800,Six-String Samurai (1998),Action|Adventure|Sci-Fi
1801,"Soldier's Daughter Never Cries, A (1998)",Drama
1802,Ronin (1998),Action|Crime|Thriller
1803,Urban Legend (1998),Horror|Thriller
1804,Clay Pigeons (1998),Crime
1805,Pecker (1998),Comedy|Drama
1806,"Sheltering Sky, The (1990)",Drama
1807,Bandit Queen (1994),Drama
1808,If.... (1968),Drama
1809,"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy
1810,Them! (1954),Horror|Sci-Fi|Thriller
1811,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
1812,"Player, The (1992)",Comedy|Crime|Drama
1813,Stardust Memories (1980),Comedy|Drama
1814,Edward Scissorhands (1990),Drama|Fantasy|Romance
1815,Overnight Delivery (1998),Comedy|Romance
1816,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy
1817,"Impostors, The (1998)",Comedy
1818,"Night at the Roxbury, A (1998)",Comedy
1819,What Dreams May Come (1998),Adventure|Drama|Fantasy|Romance
1820,"Producers, The (1968)",Comedy
1821,History of the World: Part I (1981),Comedy|Musical
1822,My Cousin Vinny (1992),Comedy
1823,Nashville (1975),Drama|Musical
1824,Love Is the Devil (1998),Drama
1825,Slam (1998),Drama
1826,Holy Man (1998),Comedy
1827,One Tough Cop (1998),Action|Crime
1828,"Mighty, The (1998)",Drama
1829,2010: The Year We Make Contact (1984),Sci-Fi
1830,Children of a Lesser God (1986),Drama
1831,"Elephant Man, The (1980)",Drama
1832,Beloved (1998),Drama
1833,Bride of Chucky (Child's Play 4) (1998),Comedy|Horror|Thriller
1834,Practical Magic (1998),Drama|Fantasy|Mystery|Romance
1835,Happiness (1998),Comedy|Drama
1836,Apt Pupil (1998),Drama|Thriller
1837,Pleasantville (1998),Comedy|Drama|Fantasy
1838,Soldier (1998),Action|Sci-Fi|War
1839,"Cruise, The (1998)",Documentary
1840,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
1841,Orgazmo (1997),Comedy
1842,Tales from the Darkside: The Movie (1990),Fantasy|Horror|Thriller
1843,Vampires (1998),Horror|Western
1844,American History X (1998),Crime|Drama
1845,Hands on a Hard Body (1996),Comedy|Documentary
1846,Living Out Loud (1998),Comedy|Drama|Romance
1847,Gods and Monsters (1998),Drama
1848,"Siege, The (1998)",Action|Thriller
1849,"Waterboy, The (1998)",Comedy
1850,Elizabeth (1998),Drama
1851,Velvet Goldmine (1998),Drama
1852,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller
1853,I'll Be Home For Christmas (1998),Comedy|Romance
1854,Meet Joe Black (1998),Romance
1855,Hard Core Logo (1996),Comedy|Drama
1856,Runaway Train (1985),Action|Adventure|Drama|Thriller
1857,Desert Bloom (1986),Drama
1858,"Stepford Wives, The (1975)",Mystery|Sci-Fi|Thriller
1859,"Pope of Greenwich Village, The (1984)",Drama
1860,Sid and Nancy (1986),Drama
1861,Mona Lisa (1986),Comedy|Thriller
1862,Heart Condition (1990),Comedy
1863,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama
1864,"Big Chill, The (1983)",Comedy|Drama
1865,Enemy of the State (1998),Action|Thriller
1866,"Rugrats Movie, The (1998)",Animation|Children|Comedy
1867,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy
1868,Celebrity (1998),Comedy
1869,Central Station (Central do Brasil) (1998),Drama
1870,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy
1871,"Celebration, The (Festen) (1998)",Drama
1872,Pink Flamingos (1972),Comedy
1873,Glen or Glenda (1953),Drama
1874,Godzilla (Gojira) (1954),Drama|Horror|Sci-Fi
1875,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)",Action|Horror|Sci-Fi|Thriller
1876,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi
1877,King Kong (1933),Action|Adventure|Fantasy|Horror
1878,King Kong (1976),Adventure|Fantasy|Romance|Sci-Fi|Thriller
1879,King Kong Lives (1986),Adventure|Sci-Fi
1880,Desperately Seeking Susan (1985),Comedy|Drama|Romance
1881,"Emerald Forest, The (1985)",Action|Adventure|Drama
1882,Fletch (1985),Comedy|Crime|Mystery
1883,Fletch Lives (1989),Comedy
1884,Red Sonja (1985),Action|Adventure|Fantasy
1885,Gung Ho (1986),Comedy|Drama
1886,"Money Pit, The (1986)",Comedy
1887,"View to a Kill, A (1985)",Action|Adventure|Thriller
1888,Lifeforce (1985),Horror|Sci-Fi
1889,Police Academy (1984),Comedy|Crime
1890,Police Academy 2: Their First Assignment (1985),Comedy|Crime
1891,Police Academy 3: Back in Training (1986),Comedy|Crime
1892,Police Academy 4: Citizens on Patrol (1987),Comedy|Crime
1893,Police Academy 5: Assignment: Miami Beach (1988),Comedy|Crime
1894,Police Academy 6: City Under Siege (1989),Comedy|Crime
1895,Babe: Pig in the City (1998),Adventure|Children|Drama
1896,Home Fries (1998),Comedy|Romance
1897,Jerry Springer: Ringmaster (1998),Comedy|Drama
1898,Very Bad Things (1998),Comedy|Crime
1899,Steam: The Turkish Bath (Hamam) (1997),Drama|Romance
1900,Psycho (1998),Crime|Horror|Thriller
1901,Little Voice (1998),Comedy
1902,"Simple Plan, A (1998)",Crime|Drama|Thriller
1903,Jack Frost (1998),Children|Comedy|Drama
1904,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi
1905,"Prince of Egypt, The (1998)",Animation|Musical
1906,Rushmore (1998),Comedy|Drama
1907,Shakespeare in Love (1998),Comedy|Drama|Romance
1908,Mass Appeal (1984),Drama
1909,Miracle on 34th Street (1947),Comedy|Drama
1910,Santa Claus: The Movie (1985),Adventure|Children|Fantasy
1911,Prancer (1989),Children|Drama|Fantasy
1912,Pale Rider (1985),Western
1913,Rambo: First Blood Part II (1985),Action|Adventure|Thriller
1914,First Blood (Rambo: First Blood) (1982),Action|Adventure|Drama|Thriller
1915,Rambo III (1988),Action|Adventure|Thriller|War
1916,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance
1917,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
1918,Cocoon (1985),Comedy|Sci-Fi
1919,Cocoon: The Return (1988),Comedy|Sci-Fi
1920,Rocky II (1979),Action|Drama
1921,Rocky III (1982),Action|Drama
1922,Rocky IV (1985),Action|Drama
1923,Rocky V (1990),Action|Drama
1924,Clue (1985),Comedy|Crime|Mystery|Thriller
1925,Young Sherlock Holmes (1985),Action|Adventure|Children|Fantasy|Mystery|Thriller
1926,Violets Are Blue... (1986),Drama|Romance
1927,Back to School (1986),Comedy
1928,Heartburn (1986),Comedy|Drama
1929,Nothing in Common (1986),Comedy
1930,Extremities (1986),Drama|Thriller
1931,"Karate Kid, The (1984)",Drama
1932,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama
1933,"Karate Kid, Part III, The (1989)",Action|Adventure|Children|Drama
1934,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy
1935,You've Got Mail (1998),Comedy|Romance
1936,"General, The (1998)",Crime
1937,"Thin Red Line, The (1998)",Action|Drama|War
1938,"Faculty, The (1998)",Horror|Sci-Fi
1939,Mighty Joe Young (1998),Action|Adventure|Drama|Fantasy|Thriller
1940,Mighty Joe Young (1949),Adventure|Children|Drama
1941,Patch Adams (1998),Comedy|Drama
1942,Stepmom (1998),Drama
1943,"Civil Action, A (1998)",Drama
1944,Down in the Delta (1998),Drama
1945,Hurlyburly (1998),Drama
1946,Tea with Mussolini (1999),Comedy|Drama|War
1947,Wilde (1997),Drama
1948,Outside Ozona (1998),Comedy|Drama|Thriller
1949,Affliction (1997),Drama
1950,Another Day in Paradise (1998),Drama
1951,"Hi-Lo Country, The (1998)",Drama|Romance|Western
1952,Hilary and Jackie (1998),Drama
1953,Playing by Heart (1998),Drama|Romance
1954,At First Sight (1999),Drama
1955,In Dreams (1999),Horror|Thriller
1956,Varsity Blues (1999),Comedy|Drama
1957,Virus (1999),Horror|Sci-Fi
1958,"Garbage Pail Kids Movie, The (1987)",Adventure|Children|Comedy
1959,Howard the Duck (1986),Adventure|Comedy|Sci-Fi
1960,"Gate, The (1987)",Horror
1961,"Boy Who Could Fly, The (1986)",Drama|Fantasy
1962,"Fly, The (1958)",Horror|Mystery|Sci-Fi
1963,"Fly, The (1986)",Drama|Horror|Sci-Fi|Thriller
1964,"Fly II, The (1989)",Horror|Sci-Fi
1965,Running Scared (1986),Action|Comedy
1966,Armed and Dangerous (1986),Comedy|Crime
1967,"Texas Chainsaw Massacre, The (1974)",Horror
1968,"Texas Chainsaw Massacre 2, The (1986)",Horror
1969,Leatherface: Texas Chainsaw Massacre III (1990),Comedy|Horror|Thriller
1970,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),Horror
1971,Ruthless People (1986),Comedy
1972,Trick or Treat (1986),Horror
1973,Deadly Friend (1986),Horror
1974,"Name of the Rose, The (Name der Rose, Der) (1986)",Crime|Drama|Mystery|Thriller
1975,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller
1976,Peggy Sue Got Married (1986),Comedy|Drama
1977,Crocodile Dundee (1986),Adventure|Comedy
1978,Crocodile Dundee II (1988),Action|Adventure|Comedy
1979,Tough Guys (1986),Comedy
1980,Soul Man (1986),Comedy
1981,"Color of Money, The (1986)",Drama
1982,52 Pick-Up (1986),Action|Mystery|Thriller
1983,Heartbreak Ridge (1986),Action|War
1984,¡Three Amigos! (1986),Comedy|Western
1985,Gloria (1999),Drama|Thriller
1986,My Name Is Joe (1998),Drama|Romance
1987,Still Crazy (1998),Comedy|Romance
1988,"Day of the Beast, The (Día de la Bestia, El) (1995)",Adventure|Comedy|Thriller
1989,She's All That (1999),Comedy|Romance
1990,"24 Hour Woman, The (1998)",Comedy|Drama
1991,"Blood, Guts, Bullets and Octane (1998)",Action|Comedy
1992,Peeping Tom (1960),Drama|Horror|Thriller
1993,Payback (1999),Action|Thriller
1994,Simply Irresistible (1999),Comedy|Romance
1995,20 Dates (1998),Comedy|Romance
1996,"Harmonists, The (1997)",Drama
1997,"Last Days, The (1998)",Documentary
1998,"Fantastic Planet, The (Planète sauvage, La) (1973)",Animation|Sci-Fi
1999,Blast from the Past (1999),Comedy|Romance
2000,Message in a Bottle (1999),Romance
2001,My Favorite Martian (1999),Comedy|Sci-Fi
2002,God Said 'Ha!' (1998),Comedy
2003,Jawbreaker (1999),Comedy
2004,October Sky (1999),Drama
2005,Office Space (1999),Comedy|Crime
2006,200 Cigarettes (1999),Comedy|Drama
2007,8MM (1999),Drama|Mystery|Thriller
2008,"Other Sister, The (1999)",Comedy|Drama|Romance
2009,Breakfast of Champions (1999),Comedy|Sci-Fi
2010,"Long Goodbye, The (1973)",Crime|Film-Noir
2011,Pet Sematary (1989),Horror
2012,Pet Sematary II (1992),Comedy|Horror
2013,Children of the Corn II: The Final Sacrifice (1993),Horror
2014,Children of the Corn III (1994),Horror
2015,Christine (1983),Horror
2016,Night Shift (1982),Comedy
2017,House on Haunted Hill (1959),Drama|Horror|Thriller
2018,Airport (1970),Drama
2019,Airport 1975 (1974),Action|Drama|Thriller
2020,Airport '77 (1977),Drama
2021,Rollercoaster (1977),Drama|Thriller
